dataSize: 40000, timeCut: 8h, nEpochs: 300, batchSize: 1024, lr: 1.000
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> (6) -> (7) -> output]
  (1): nn.Linear(572 -> 500)
  (2): nn.ReLU
  (3): nn.Linear(500 -> 100)
  (4): nn.ReLU
  (5): nn.Dropout(0.500000)
  (6): nn.Linear(100 -> 1)
  (7): nn.Sigmoid
}
nn.BCECriterion
Epoch  0 | train loss: 0.387 | val loss: 0.358 | val auc: 70.28%
Epoch 29 | train loss: 0.307 | val loss: 0.338 | val auc: 78.99%
Epoch 30 | train loss: 0.310 | val loss: 0.332 | val auc: 78.51%
Epoch 31 | train loss: 0.310 | val loss: 0.310 | val auc: 79.12%
Epoch 32 | train loss: 0.314 | val loss: 0.331 | val auc: 78.84%
Epoch 33 | train loss: 0.309 | val loss: 0.313 | val auc: 78.69%
Epoch 34 | train loss: 0.306 | val loss: 0.334 | val auc: 78.97%
Epoch 35 | train loss: 0.313 | val loss: 0.308 | val auc: 78.97%
Epoch 36 | train loss: 0.303 | val loss: 0.320 | val auc: 78.55%
Epoch 37 | train loss: 0.305 | val loss: 0.325 | val auc: 78.66%
Epoch 38 | train loss: 0.307 | val loss: 0.313 | val auc: 79.16%
Epoch 39 | train loss: 0.304 | val loss: 0.314 | val auc: 79.02%
Epoch 40 | train loss: 0.309 | val loss: 0.329 | val auc: 79.23%
Epoch 41 | train loss: 0.302 | val loss: 0.309 | val auc: 79.75%
Epoch 42 | train loss: 0.307 | val loss: 0.359 | val auc: 78.48%
Epoch 43 | train loss: 0.305 | val loss: 0.314 | val auc: 79.78%
Epoch 44 | train loss: 0.304 | val loss: 0.318 | val auc: 79.59%
Epoch 45 | train loss: 0.301 | val loss: 0.334 | val auc: 78.92%
Epoch 46 | train loss: 0.304 | val loss: 0.306 | val auc: 79.81%
Epoch 47 | train loss: 0.303 | val loss: 0.309 | val auc: 79.61%
Epoch 48 | train loss: 0.304 | val loss: 0.312 | val auc: 79.45%
training iteration: 21 of 22                    
0.5
Epoch 49 | train loss: 0.299 | val loss: 0.304 | val auc: 79.61%
Epoch 50 | train loss: 0.290 | val loss: 0.303 | val auc: 80.22%
Epoch 51 | train loss: 0.290 | val loss: 0.305 | val auc: 79.94%
Epoch 52 | train loss: 0.290 | val loss: 0.304 | val auc: 80.41%
Epoch 53 | train loss: 0.290 | val loss: 0.302 | val auc: 80.53%
Epoch 54 | train loss: 0.289 | val loss: 0.315 | val auc: 80.10%
Epoch 55 | train loss: 0.293 | val loss: 0.307 | val auc: 80.86%
Epoch 56 | train loss: 0.290 | val loss: 0.310 | val auc: 80.36%
Epoch 57 | train loss: 0.288 | val loss: 0.310 | val auc: 80.42%
Epoch 58 | train loss: 0.293 | val loss: 0.307 | val auc: 80.50%
Epoch 59 | train loss: 0.291 | val loss: 0.307 | val auc: 80.45%
Epoch 60 | train loss: 0.288 | val loss: 0.304 | val auc: 80.12%
Epoch 61 | train loss: 0.287 | val loss: 0.308 | val auc: 79.89%
Epoch 62 | train loss: 0.283 | val loss: 0.309 | val auc: 80.99%
Epoch 63 | train loss: 0.288 | val loss: 0.305 | val auc: 80.21%
Epoch 64 | train loss: 0.291 | val loss: 0.310 | val auc: 80.46%
Epoch 65 | train loss: 0.288 | val loss: 0.305 | val auc: 81.51%
Epoch 66 | train loss: 0.287 | val loss: 0.308 | val auc: 80.06%
Epoch 67 | train loss: 0.288 | val loss: 0.314 | val auc: 80.35%
Epoch 68 | train loss: 0.285 | val loss: 0.323 | val auc: 80.72%
Epoch 69 | train loss: 0.288 | val loss: 0.308 | val auc: 80.26%
Epoch 70 | train loss: 0.283 | val loss: 0.309 | val auc: 81.36%
Epoch 71 | train loss: 0.287 | val loss: 0.302 | val auc: 80.93%
Epoch 72 | train loss: 0.286 | val loss: 0.305 | val auc: 80.83%
Epoch 73 | train loss: 0.289 | val loss: 0.307 | val auc: 80.62%
Epoch 74 | train loss: 0.284 | val loss: 0.310 | val auc: 80.55%
Epoch 75 | train loss: 0.284 | val loss: 0.306 | val auc: 80.73%
Epoch 76 | train loss: 0.287 | val loss: 0.301 | val auc: 81.08%
Epoch 77 | train loss: 0.285 | val loss: 0.301 | val auc: 80.90%
Epoch 78 | train loss: 0.285 | val loss: 0.304 | val auc: 80.32%
Epoch 79 | train loss: 0.283 | val loss: 0.304 | val auc: 80.54%
Epoch 80 | train loss: 0.286 | val loss: 0.310 | val auc: 80.51%
Epoch 81 | train loss: 0.284 | val loss: 0.305 | val auc: 80.63%
Epoch 82 | train loss: 0.284 | val loss: 0.302 | val auc: 80.80%
Epoch 83 | train loss: 0.286 | val loss: 0.297 | val auc: 81.12%
Epoch 84 | train loss: 0.286 | val loss: 0.306 | val auc: 81.06%
Epoch 85 | train loss: 0.283 | val loss: 0.307 | val auc: 80.73%
Epoch 86 | train loss: 0.287 | val loss: 0.308 | val auc: 80.39%
Epoch 87 | train loss: 0.281 | val loss: 0.311 | val auc: 80.44%
Epoch 88 | train loss: 0.284 | val loss: 0.313 | val auc: 80.26%
Epoch 89 | train loss: 0.285 | val loss: 0.299 | val auc: 81.23%
Epoch 90 | train loss: 0.287 | val loss: 0.301 | val auc: 80.69%
Epoch 91 | train loss: 0.281 | val loss: 0.344 | val auc: 80.32%
Epoch 92 | train loss: 0.286 | val loss: 0.314 | val auc: 79.98%
Epoch 93 | train loss: 0.281 | val loss: 0.301 | val auc: 81.28%
Epoch 94 | train loss: 0.281 | val loss: 0.307 | val auc: 80.99%
Epoch 95 | train loss: 0.285 | val loss: 0.302 | val auc: 80.48%
Epoch 96 | train loss: 0.282 | val loss: 0.302 | val auc: 81.36%
Epoch 97 | train loss: 0.281 | val loss: 0.306 | val auc: 80.92%
Epoch 98 | train loss: 0.286 | val loss: 0.311 | val auc: 80.24%
training iteration: 21 of 22                    
0.25
Epoch 99 | train loss: 0.286 | val loss: 0.299 | val auc: 81.11%
Epoch 100 | train loss: 0.272 | val loss: 0.301 | val auc: 80.88%
Epoch 101 | train loss: 0.271 | val loss: 0.300 | val auc: 81.04%
Epoch 102 | train loss: 0.271 | val loss: 0.299 | val auc: 81.29%
Epoch 103 | train loss: 0.271 | val loss: 0.303 | val auc: 80.59%
Epoch 104 | train loss: 0.272 | val loss: 0.305 | val auc: 81.13%
Epoch 105 | train loss: 0.269 | val loss: 0.304 | val auc: 80.57%
Epoch 106 | train loss: 0.270 | val loss: 0.309 | val auc: 80.71%
Epoch 107 | train loss: 0.270 | val loss: 0.304 | val auc: 81.05%
Epoch 108 | train loss: 0.268 | val loss: 0.302 | val auc: 80.84%
Epoch 109 | train loss: 0.269 | val loss: 0.302 | val auc: 81.44%
Epoch 110 | train loss: 0.270 | val loss: 0.303 | val auc: 81.02%
Epoch 111 | train loss: 0.268 | val loss: 0.306 | val auc: 81.30%
Epoch 112 | train loss: 0.269 | val loss: 0.303 | val auc: 80.83%
Epoch 113 | train loss: 0.266 | val loss: 0.295 | val auc: 81.75%
Epoch 114 | train loss: 0.267 | val loss: 0.298 | val auc: 80.87%
Epoch 115 | train loss: 0.271 | val loss: 0.313 | val auc: 80.69%
Epoch 116 | train loss: 0.269 | val loss: 0.295 | val auc: 81.22%
Epoch 117 | train loss: 0.267 | val loss: 0.299 | val auc: 81.09%
Epoch 118 | train loss: 0.267 | val loss: 0.303 | val auc: 81.67%
Epoch 119 | train loss: 0.267 | val loss: 0.300 | val auc: 80.97%
Epoch 120 | train loss: 0.268 | val loss: 0.305 | val auc: 80.54%
Epoch 121 | train loss: 0.266 | val loss: 0.303 | val auc: 80.95%
Epoch 122 | train loss: 0.268 | val loss: 0.300 | val auc: 81.24%
Epoch 123 | train loss: 0.266 | val loss: 0.308 | val auc: 81.35%
Epoch 124 | train loss: 0.267 | val loss: 0.302 | val auc: 80.91%
Epoch 125 | train loss: 0.269 | val loss: 0.303 | val auc: 81.00%
Epoch 126 | train loss: 0.266 | val loss: 0.301 | val auc: 81.28%
Epoch 127 | train loss: 0.265 | val loss: 0.305 | val auc: 81.55%
Epoch 128 | train loss: 0.269 | val loss: 0.309 | val auc: 80.45%
Epoch 129 | train loss: 0.265 | val loss: 0.302 | val auc: 81.35%
Epoch 130 | train loss: 0.265 | val loss: 0.311 | val auc: 81.26%
Epoch 131 | train loss: 0.268 | val loss: 0.302 | val auc: 81.19%
Epoch 132 | train loss: 0.265 | val loss: 0.320 | val auc: 80.76%
Epoch 133 | train loss: 0.266 | val loss: 0.301 | val auc: 81.39%
Epoch 134 | train loss: 0.265 | val loss: 0.301 | val auc: 81.16%
Epoch 135 | train loss: 0.265 | val loss: 0.306 | val auc: 81.26%
Epoch 136 | train loss: 0.264 | val loss: 0.301 | val auc: 80.89%
Epoch 137 | train loss: 0.264 | val loss: 0.302 | val auc: 81.41%
Epoch 138 | train loss: 0.265 | val loss: 0.302 | val auc: 81.45%
Epoch 139 | train loss: 0.264 | val loss: 0.300 | val auc: 81.14%
Epoch 140 | train loss: 0.264 | val loss: 0.313 | val auc: 81.01%
Epoch 141 | train loss: 0.264 | val loss: 0.301 | val auc: 81.00%
Epoch 142 | train loss: 0.260 | val loss: 0.321 | val auc: 81.14%
Epoch 143 | train loss: 0.265 | val loss: 0.303 | val auc: 80.91%
Epoch 144 | train loss: 0.267 | val loss: 0.301 | val auc: 81.24%
Epoch 145 | train loss: 0.267 | val loss: 0.304 | val auc: 81.19%
Epoch 146 | train loss: 0.264 | val loss: 0.305 | val auc: 81.14%
Epoch 147 | train loss: 0.264 | val loss: 0.303 | val auc: 80.70%
Epoch 148 | train loss: 0.266 | val loss: 0.301 | val auc: 81.25%
training iteration: 21 of 22                    
0.125
Epoch 149 | train loss: 0.261 | val loss: 0.308 | val auc: 80.65%
Epoch 150 | train loss: 0.255 | val loss: 0.306 | val auc: 81.11%
Epoch 151 | train loss: 0.254 | val loss: 0.305 | val auc: 81.06%
Epoch 152 | train loss: 0.252 | val loss: 0.301 | val auc: 80.70%
Epoch 153 | train loss: 0.252 | val loss: 0.303 | val auc: 81.31%
Epoch 154 | train loss: 0.252 | val loss: 0.305 | val auc: 81.19%
Epoch 155 | train loss: 0.254 | val loss: 0.303 | val auc: 81.24%
Epoch 156 | train loss: 0.252 | val loss: 0.309 | val auc: 80.68%
Epoch 157 | train loss: 0.252 | val loss: 0.302 | val auc: 81.45%
Epoch 158 | train loss: 0.252 | val loss: 0.303 | val auc: 80.80%
Epoch 159 | train loss: 0.253 | val loss: 0.307 | val auc: 80.84%
Epoch 160 | train loss: 0.250 | val loss: 0.304 | val auc: 81.32%
Epoch 161 | train loss: 0.250 | val loss: 0.302 | val auc: 81.02%
Epoch 162 | train loss: 0.251 | val loss: 0.309 | val auc: 80.79%
Epoch 163 | train loss: 0.251 | val loss: 0.307 | val auc: 81.17%
Epoch 164 | train loss: 0.250 | val loss: 0.306 | val auc: 81.26%
Epoch 165 | train loss: 0.249 | val loss: 0.305 | val auc: 81.24%
Epoch 166 | train loss: 0.251 | val loss: 0.302 | val auc: 81.37%
Epoch 167 | train loss: 0.248 | val loss: 0.309 | val auc: 81.15%
Epoch 168 | train loss: 0.250 | val loss: 0.304 | val auc: 81.07%
Epoch 169 | train loss: 0.250 | val loss: 0.303 | val auc: 81.68%
Epoch 170 | train loss: 0.250 | val loss: 0.302 | val auc: 81.43%
Epoch 171 | train loss: 0.248 | val loss: 0.307 | val auc: 81.58%
Epoch 172 | train loss: 0.248 | val loss: 0.306 | val auc: 81.24%
Epoch 173 | train loss: 0.248 | val loss: 0.312 | val auc: 80.72%
Epoch 174 | train loss: 0.246 | val loss: 0.309 | val auc: 81.10%
Epoch 175 | train loss: 0.250 | val loss: 0.317 | val auc: 80.31%
Epoch 176 | train loss: 0.249 | val loss: 0.306 | val auc: 81.32%
Epoch 177 | train loss: 0.249 | val loss: 0.307 | val auc: 81.35%
Epoch 178 | train loss: 0.249 | val loss: 0.304 | val auc: 80.66%
Epoch 179 | train loss: 0.248 | val loss: 0.306 | val auc: 80.70%
Epoch 180 | train loss: 0.246 | val loss: 0.305 | val auc: 81.29%
Epoch 181 | train loss: 0.249 | val loss: 0.303 | val auc: 81.49%
Epoch 182 | train loss: 0.245 | val loss: 0.321 | val auc: 80.42%
Epoch 183 | train loss: 0.247 | val loss: 0.308 | val auc: 81.70%
Epoch 184 | train loss: 0.247 | val loss: 0.311 | val auc: 81.74%
Epoch 185 | train loss: 0.244 | val loss: 0.305 | val auc: 80.95%
Epoch 186 | train loss: 0.244 | val loss: 0.313 | val auc: 81.13%
Epoch 187 | train loss: 0.252 | val loss: 0.308 | val auc: 81.11%
Epoch 188 | train loss: 0.253 | val loss: 0.303 | val auc: 81.49%
Epoch 189 | train loss: 0.247 | val loss: 0.306 | val auc: 81.32%
Epoch 190 | train loss: 0.246 | val loss: 0.311 | val auc: 81.44%
Epoch 191 | train loss: 0.248 | val loss: 0.306 | val auc: 81.35%
Epoch 192 | train loss: 0.244 | val loss: 0.317 | val auc: 80.51%
Epoch 193 | train loss: 0.249 | val loss: 0.305 | val auc: 81.09%
Epoch 194 | train loss: 0.244 | val loss: 0.317 | val auc: 80.55%
Epoch 195 | train loss: 0.251 | val loss: 0.299 | val auc: 81.21%
Epoch 196 | train loss: 0.248 | val loss: 0.316 | val auc: 80.98%
Epoch 197 | train loss: 0.247 | val loss: 0.303 | val auc: 81.01%
Epoch 198 | train loss: 0.246 | val loss: 0.309 | val auc: 80.67%
training iteration: 21 of 22                    
0.0625
Epoch 199 | train loss: 0.247 | val loss: 0.303 | val auc: 80.24%
Epoch 200 | train loss: 0.240 | val loss: 0.303 | val auc: 81.40%
Epoch 201 | train loss: 0.237 | val loss: 0.303 | val auc: 81.54%
Epoch 202 | train loss: 0.237 | val loss: 0.303 | val auc: 81.84%
Epoch 203 | train loss: 0.237 | val loss: 0.305 | val auc: 81.13%
Epoch 204 | train loss: 0.237 | val loss: 0.301 | val auc: 81.70%
Epoch 205 | train loss: 0.237 | val loss: 0.305 | val auc: 81.08%
Epoch 206 | train loss: 0.236 | val loss: 0.308 | val auc: 80.82%
Epoch 207 | train loss: 0.236 | val loss: 0.305 | val auc: 81.25%
Epoch 208 | train loss: 0.237 | val loss: 0.306 | val auc: 81.14%
Epoch 209 | train loss: 0.237 | val loss: 0.307 | val auc: 81.15%
Epoch 210 | train loss: 0.236 | val loss: 0.310 | val auc: 80.82%
Epoch 211 | train loss: 0.236 | val loss: 0.304 | val auc: 81.19%
Epoch 212 | train loss: 0.235 | val loss: 0.313 | val auc: 80.79%
Epoch 213 | train loss: 0.236 | val loss: 0.305 | val auc: 81.45%
Epoch 214 | train loss: 0.235 | val loss: 0.308 | val auc: 81.06%
Epoch 215 | train loss: 0.235 | val loss: 0.308 | val auc: 81.02%
Epoch 216 | train loss: 0.234 | val loss: 0.308 | val auc: 80.84%
Epoch 217 | train loss: 0.234 | val loss: 0.311 | val auc: 80.85%
Epoch 218 | train loss: 0.235 | val loss: 0.309 | val auc: 81.17%
Epoch 219 | train loss: 0.234 | val loss: 0.304 | val auc: 81.26%
Epoch 220 | train loss: 0.233 | val loss: 0.306 | val auc: 81.48%
Epoch 221 | train loss: 0.235 | val loss: 0.303 | val auc: 81.63%
Epoch 222 | train loss: 0.235 | val loss: 0.303 | val auc: 81.22%
Epoch 223 | train loss: 0.234 | val loss: 0.312 | val auc: 81.24%
Epoch 224 | train loss: 0.234 | val loss: 0.308 | val auc: 81.18%
Epoch 225 | train loss: 0.235 | val loss: 0.312 | val auc: 80.81%
Epoch 226 | train loss: 0.235 | val loss: 0.307 | val auc: 81.23%
Epoch 227 | train loss: 0.233 | val loss: 0.312 | val auc: 81.11%
Epoch 228 | train loss: 0.234 | val loss: 0.310 | val auc: 80.52%
Epoch 229 | train loss: 0.233 | val loss: 0.306 | val auc: 81.24%
Epoch 230 | train loss: 0.234 | val loss: 0.306 | val auc: 81.35%
Epoch 231 | train loss: 0.233 | val loss: 0.310 | val auc: 81.11%
Epoch 232 | train loss: 0.233 | val loss: 0.310 | val auc: 81.13%
Epoch 233 | train loss: 0.233 | val loss: 0.305 | val auc: 81.56%
Epoch 234 | train loss: 0.233 | val loss: 0.310 | val auc: 81.01%
Epoch 235 | train loss: 0.231 | val loss: 0.311 | val auc: 81.30%
Epoch 236 | train loss: 0.235 | val loss: 0.311 | val auc: 80.94%
Epoch 237 | train loss: 0.232 | val loss: 0.316 | val auc: 80.93%
Epoch 238 | train loss: 0.232 | val loss: 0.311 | val auc: 80.82%
Epoch 239 | train loss: 0.231 | val loss: 0.307 | val auc: 81.53%
Epoch 240 | train loss: 0.231 | val loss: 0.300 | val auc: 81.62%
Epoch 241 | train loss: 0.230 | val loss: 0.315 | val auc: 80.44%
Epoch 242 | train loss: 0.229 | val loss: 0.310 | val auc: 81.05%
Epoch 243 | train loss: 0.230 | val loss: 0.315 | val auc: 81.10%
Epoch 244 | train loss: 0.231 | val loss: 0.310 | val auc: 81.12%
Epoch 245 | train loss: 0.230 | val loss: 0.305 | val auc: 81.18%
Epoch 246 | train loss: 0.229 | val loss: 0.307 | val auc: 81.11%
Epoch 247 | train loss: 0.230 | val loss: 0.311 | val auc: 81.46%
Epoch 248 | train loss: 0.228 | val loss: 0.306 | val auc: 81.17%
training iteration: 21 of 22                    
0.03125
Epoch 249 | train loss: 0.229 | val loss: 0.311 | val auc: 80.47%
Epoch 250 | train loss: 0.227 | val loss: 0.308 | val auc: 80.91%
Epoch 251 | train loss: 0.227 | val loss: 0.307 | val auc: 81.13%
Epoch 252 | train loss: 0.226 | val loss: 0.316 | val auc: 80.71%
Epoch 253 | train loss: 0.227 | val loss: 0.309 | val auc: 81.55%
Epoch 254 | train loss: 0.226 | val loss: 0.303 | val auc: 81.42%
Epoch 255 | train loss: 0.227 | val loss: 0.309 | val auc: 81.05%
Epoch 256 | train loss: 0.225 | val loss: 0.312 | val auc: 81.36%
Epoch 257 | train loss: 0.226 | val loss: 0.311 | val auc: 80.65%
Epoch 258 | train loss: 0.226 | val loss: 0.310 | val auc: 81.23%
Epoch 259 | train loss: 0.226 | val loss: 0.305 | val auc: 81.15%
Epoch 260 | train loss: 0.225 | val loss: 0.313 | val auc: 80.57%
Epoch 261 | train loss: 0.224 | val loss: 0.303 | val auc: 81.53%
Epoch 262 | train loss: 0.224 | val loss: 0.308 | val auc: 81.12%
Epoch 263 | train loss: 0.225 | val loss: 0.310 | val auc: 81.02%
Epoch 264 | train loss: 0.224 | val loss: 0.310 | val auc: 80.74%
Epoch 265 | train loss: 0.224 | val loss: 0.314 | val auc: 80.76%
Epoch 266 | train loss: 0.224 | val loss: 0.307 | val auc: 81.05%
Epoch 267 | train loss: 0.224 | val loss: 0.307 | val auc: 81.40%
Epoch 268 | train loss: 0.224 | val loss: 0.310 | val auc: 80.79%
Epoch 269 | train loss: 0.224 | val loss: 0.308 | val auc: 81.47%
Epoch 270 | train loss: 0.223 | val loss: 0.317 | val auc: 80.78%
Epoch 271 | train loss: 0.224 | val loss: 0.306 | val auc: 81.08%
Epoch 272 | train loss: 0.223 | val loss: 0.309 | val auc: 80.90%
Epoch 273 | train loss: 0.222 | val loss: 0.308 | val auc: 80.91%
Epoch 274 | train loss: 0.223 | val loss: 0.308 | val auc: 81.40%
Epoch 275 | train loss: 0.224 | val loss: 0.310 | val auc: 80.81%
Epoch 276 | train loss: 0.223 | val loss: 0.311 | val auc: 81.00%
Epoch 277 | train loss: 0.223 | val loss: 0.308 | val auc: 81.53%
Epoch 278 | train loss: 0.223 | val loss: 0.313 | val auc: 81.38%
Epoch 279 | train loss: 0.223 | val loss: 0.306 | val auc: 81.64%
Epoch 280 | train loss: 0.222 | val loss: 0.305 | val auc: 81.19%
Epoch 281 | train loss: 0.223 | val loss: 0.307 | val auc: 81.50%
Epoch 282 | train loss: 0.223 | val loss: 0.315 | val auc: 81.41%
Epoch 283 | train loss: 0.222 | val loss: 0.317 | val auc: 80.68%
Epoch 284 | train loss: 0.222 | val loss: 0.313 | val auc: 81.08%
Epoch 285 | train loss: 0.221 | val loss: 0.307 | val auc: 80.96%
Epoch 286 | train loss: 0.222 | val loss: 0.306 | val auc: 81.11%
Epoch 287 | train loss: 0.222 | val loss: 0.311 | val auc: 81.01%
Epoch 288 | train loss: 0.222 | val loss: 0.312 | val auc: 80.77%
Epoch 289 | train loss: 0.222 | val loss: 0.314 | val auc: 80.91%
Epoch 290 | train loss: 0.222 | val loss: 0.312 | val auc: 81.06%
Epoch 291 | train loss: 0.222 | val loss: 0.307 | val auc: 81.68%
Epoch 292 | train loss: 0.221 | val loss: 0.311 | val auc: 81.31%
Epoch 293 | train loss: 0.221 | val loss: 0.310 | val auc: 81.26%
Epoch 294 | train loss: 0.220 | val loss: 0.314 | val auc: 80.65%
Epoch 295 | train loss: 0.222 | val loss: 0.308 | val auc: 81.10%
Epoch 296 | train loss: 0.221 | val loss: 0.310 | val auc: 81.55%
Epoch 297 | train loss: 0.220 | val loss: 0.310 | val auc: 80.79%
Epoch 298 | train loss: 0.221 | val loss: 0.311 | val auc: 80.78%
training iteration: 21 of 22                    
0.015625
Epoch 299 | train loss: 0.221 | val loss: 0.310 | val auc: 81.12%
