dataSize: 40000, timeCut: 1d, nEpochs: 300, batchSize: 1024, lr: 1.000
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> (6) -> (7) -> output]
  (1): nn.Linear(586 -> 500)
  (2): nn.ReLU
  (3): nn.Linear(500 -> 100)
  (4): nn.ReLU
  (5): nn.Dropout(0.500000)
  (6): nn.Linear(100 -> 1)
  (7): nn.Sigmoid
}
nn.BCECriterion
Epoch  0 | train loss: 0.414 | val loss: 0.376 | val auc: 72.79%
Epoch 86 | train loss: 0.282 | val loss: 0.296 | val auc: 83.12%
Epoch 87 | train loss: 0.282 | val loss: 0.310 | val auc: 82.95%
Epoch 88 | train loss: 0.280 | val loss: 0.295 | val auc: 84.40%
Epoch 89 | train loss: 0.281 | val loss: 0.309 | val auc: 82.52%
Epoch 90 | train loss: 0.283 | val loss: 0.322 | val auc: 83.15%
Epoch 91 | train loss: 0.279 | val loss: 0.296 | val auc: 83.49%
Epoch 92 | train loss: 0.281 | val loss: 0.316 | val auc: 82.73%
Epoch 93 | train loss: 0.280 | val loss: 0.311 | val auc: 83.08%
Epoch 94 | train loss: 0.278 | val loss: 0.298 | val auc: 83.10%
Epoch 95 | train loss: 0.279 | val loss: 0.293 | val auc: 84.08%
Epoch 96 | train loss: 0.277 | val loss: 0.299 | val auc: 83.12%
Epoch 97 | train loss: 0.284 | val loss: 0.299 | val auc: 83.79%
Epoch 98 | train loss: 0.284 | val loss: 0.304 | val auc: 82.98%
training iteration: 17 of 18                    
0.25
Epoch 99 | train loss: 0.276 | val loss: 0.340 | val auc: 82.83%
Epoch 100 | train loss: 0.274 | val loss: 0.296 | val auc: 83.01%
Epoch 101 | train loss: 0.271 | val loss: 0.294 | val auc: 83.60%
Epoch 102 | train loss: 0.270 | val loss: 0.292 | val auc: 83.71%
Epoch 103 | train loss: 0.270 | val loss: 0.292 | val auc: 83.52%
Epoch 104 | train loss: 0.270 | val loss: 0.295 | val auc: 83.67%
Epoch 105 | train loss: 0.270 | val loss: 0.295 | val auc: 83.37%
Epoch 106 | train loss: 0.269 | val loss: 0.292 | val auc: 83.81%
Epoch 107 | train loss: 0.271 | val loss: 0.290 | val auc: 83.69%
Epoch 108 | train loss: 0.270 | val loss: 0.292 | val auc: 83.22%
Epoch 109 | train loss: 0.270 | val loss: 0.288 | val auc: 83.60%
Epoch 110 | train loss: 0.270 | val loss: 0.297 | val auc: 83.73%
Epoch 111 | train loss: 0.269 | val loss: 0.293 | val auc: 83.32%
Epoch 112 | train loss: 0.270 | val loss: 0.297 | val auc: 83.36%
Epoch 113 | train loss: 0.268 | val loss: 0.287 | val auc: 84.20%
Epoch 114 | train loss: 0.271 | val loss: 0.293 | val auc: 83.04%
Epoch 115 | train loss: 0.269 | val loss: 0.297 | val auc: 83.86%
Epoch 116 | train loss: 0.267 | val loss: 0.292 | val auc: 83.35%
Epoch 117 | train loss: 0.268 | val loss: 0.291 | val auc: 83.78%
Epoch 118 | train loss: 0.267 | val loss: 0.303 | val auc: 83.94%
Epoch 119 | train loss: 0.266 | val loss: 0.292 | val auc: 83.51%
Epoch 120 | train loss: 0.266 | val loss: 0.297 | val auc: 83.65%
Epoch 121 | train loss: 0.268 | val loss: 0.292 | val auc: 83.62%
Epoch 122 | train loss: 0.271 | val loss: 0.291 | val auc: 83.71%
Epoch 123 | train loss: 0.269 | val loss: 0.293 | val auc: 83.42%
Epoch 124 | train loss: 0.268 | val loss: 0.285 | val auc: 84.47%
Epoch 125 | train loss: 0.265 | val loss: 0.294 | val auc: 83.41%
Epoch 126 | train loss: 0.264 | val loss: 0.287 | val auc: 84.31%
Epoch 127 | train loss: 0.265 | val loss: 0.293 | val auc: 83.50%
Epoch 128 | train loss: 0.264 | val loss: 0.293 | val auc: 83.81%
Epoch 129 | train loss: 0.267 | val loss: 0.289 | val auc: 84.11%
Epoch 130 | train loss: 0.264 | val loss: 0.294 | val auc: 83.64%
Epoch 131 | train loss: 0.265 | val loss: 0.288 | val auc: 84.07%
Epoch 132 | train loss: 0.267 | val loss: 0.299 | val auc: 83.64%
Epoch 133 | train loss: 0.264 | val loss: 0.288 | val auc: 84.02%
Epoch 134 | train loss: 0.266 | val loss: 0.290 | val auc: 84.14%
Epoch 135 | train loss: 0.263 | val loss: 0.295 | val auc: 84.09%
Epoch 136 | train loss: 0.269 | val loss: 0.293 | val auc: 83.84%
Epoch 137 | train loss: 0.262 | val loss: 0.289 | val auc: 84.23%
Epoch 138 | train loss: 0.264 | val loss: 0.293 | val auc: 83.99%
Epoch 139 | train loss: 0.268 | val loss: 0.288 | val auc: 83.59%
Epoch 140 | train loss: 0.266 | val loss: 0.284 | val auc: 83.86%
Epoch 141 | train loss: 0.267 | val loss: 0.287 | val auc: 84.10%
Epoch 142 | train loss: 0.263 | val loss: 0.292 | val auc: 83.81%
Epoch 143 | train loss: 0.264 | val loss: 0.298 | val auc: 84.51%
Epoch 144 | train loss: 0.263 | val loss: 0.291 | val auc: 83.50%
Epoch 145 | train loss: 0.262 | val loss: 0.306 | val auc: 83.30%
Epoch 146 | train loss: 0.267 | val loss: 0.296 | val auc: 83.42%
Epoch 147 | train loss: 0.266 | val loss: 0.286 | val auc: 83.83%
Epoch 148 | train loss: 0.266 | val loss: 0.294 | val auc: 83.96%
training iteration: 17 of 18                    
0.125
Epoch 149 | train loss: 0.264 | val loss: 0.304 | val auc: 84.30%
Epoch 150 | train loss: 0.260 | val loss: 0.290 | val auc: 83.98%
Epoch 151 | train loss: 0.259 | val loss: 0.294 | val auc: 83.64%
Epoch 152 | train loss: 0.256 | val loss: 0.290 | val auc: 83.65%
Epoch 153 | train loss: 0.259 | val loss: 0.294 | val auc: 83.78%
Epoch 154 | train loss: 0.259 | val loss: 0.290 | val auc: 84.06%
Epoch 155 | train loss: 0.256 | val loss: 0.295 | val auc: 83.55%
Epoch 156 | train loss: 0.258 | val loss: 0.290 | val auc: 83.98%
Epoch 157 | train loss: 0.255 | val loss: 0.290 | val auc: 83.68%
Epoch 158 | train loss: 0.257 | val loss: 0.295 | val auc: 83.56%
Epoch 159 | train loss: 0.257 | val loss: 0.283 | val auc: 84.05%
Epoch 160 | train loss: 0.256 | val loss: 0.289 | val auc: 84.23%
Epoch 161 | train loss: 0.258 | val loss: 0.294 | val auc: 83.79%
Epoch 162 | train loss: 0.255 | val loss: 0.292 | val auc: 84.11%
Epoch 163 | train loss: 0.256 | val loss: 0.289 | val auc: 84.31%
Epoch 164 | train loss: 0.257 | val loss: 0.287 | val auc: 84.19%
Epoch 165 | train loss: 0.256 | val loss: 0.281 | val auc: 84.51%
Epoch 166 | train loss: 0.256 | val loss: 0.294 | val auc: 83.55%
Epoch 167 | train loss: 0.254 | val loss: 0.293 | val auc: 83.94%
Epoch 168 | train loss: 0.256 | val loss: 0.291 | val auc: 83.90%
Epoch 169 | train loss: 0.258 | val loss: 0.287 | val auc: 83.98%
Epoch 170 | train loss: 0.255 | val loss: 0.285 | val auc: 84.54%
Epoch 171 | train loss: 0.256 | val loss: 0.288 | val auc: 83.39%
Epoch 172 | train loss: 0.253 | val loss: 0.291 | val auc: 83.58%
Epoch 173 | train loss: 0.253 | val loss: 0.282 | val auc: 84.03%
Epoch 174 | train loss: 0.255 | val loss: 0.288 | val auc: 83.98%
Epoch 175 | train loss: 0.254 | val loss: 0.291 | val auc: 83.88%
Epoch 176 | train loss: 0.254 | val loss: 0.292 | val auc: 83.69%
Epoch 177 | train loss: 0.253 | val loss: 0.300 | val auc: 83.46%
Epoch 178 | train loss: 0.256 | val loss: 0.287 | val auc: 84.16%
Epoch 179 | train loss: 0.255 | val loss: 0.294 | val auc: 83.54%
Epoch 180 | train loss: 0.253 | val loss: 0.296 | val auc: 83.54%
Epoch 181 | train loss: 0.253 | val loss: 0.293 | val auc: 83.74%
Epoch 182 | train loss: 0.253 | val loss: 0.289 | val auc: 84.15%
Epoch 183 | train loss: 0.254 | val loss: 0.291 | val auc: 83.75%
Epoch 184 | train loss: 0.250 | val loss: 0.289 | val auc: 84.07%
Epoch 185 | train loss: 0.249 | val loss: 0.291 | val auc: 83.67%
Epoch 186 | train loss: 0.253 | val loss: 0.293 | val auc: 83.89%
Epoch 187 | train loss: 0.253 | val loss: 0.289 | val auc: 84.10%
Epoch 188 | train loss: 0.253 | val loss: 0.292 | val auc: 83.59%
Epoch 189 | train loss: 0.252 | val loss: 0.290 | val auc: 84.04%
Epoch 190 | train loss: 0.253 | val loss: 0.286 | val auc: 83.95%
Epoch 191 | train loss: 0.252 | val loss: 0.291 | val auc: 83.86%
Epoch 192 | train loss: 0.251 | val loss: 0.293 | val auc: 84.17%
Epoch 193 | train loss: 0.250 | val loss: 0.288 | val auc: 84.04%
Epoch 194 | train loss: 0.253 | val loss: 0.288 | val auc: 84.82%
Epoch 195 | train loss: 0.251 | val loss: 0.295 | val auc: 83.98%
Epoch 196 | train loss: 0.252 | val loss: 0.286 | val auc: 84.09%
Epoch 197 | train loss: 0.259 | val loss: 0.291 | val auc: 84.06%
Epoch 198 | train loss: 0.253 | val loss: 0.290 | val auc: 83.85%
training iteration: 17 of 18                    
0.0625
Epoch 199 | train loss: 0.256 | val loss: 0.285 | val auc: 84.45%
Epoch 200 | train loss: 0.248 | val loss: 0.290 | val auc: 83.68%
Epoch 201 | train loss: 0.246 | val loss: 0.295 | val auc: 83.87%
Epoch 202 | train loss: 0.248 | val loss: 0.289 | val auc: 84.01%
Epoch 203 | train loss: 0.245 | val loss: 0.294 | val auc: 83.56%
Epoch 204 | train loss: 0.247 | val loss: 0.287 | val auc: 84.03%
Epoch 205 | train loss: 0.247 | val loss: 0.288 | val auc: 84.18%
Epoch 206 | train loss: 0.246 | val loss: 0.293 | val auc: 83.79%
Epoch 207 | train loss: 0.246 | val loss: 0.294 | val auc: 83.83%
Epoch 208 | train loss: 0.246 | val loss: 0.291 | val auc: 84.09%
Epoch 209 | train loss: 0.249 | val loss: 0.295 | val auc: 84.03%
Epoch 210 | train loss: 0.245 | val loss: 0.292 | val auc: 83.80%
Epoch 211 | train loss: 0.248 | val loss: 0.292 | val auc: 83.77%
Epoch 212 | train loss: 0.245 | val loss: 0.288 | val auc: 84.09%
Epoch 213 | train loss: 0.246 | val loss: 0.288 | val auc: 84.18%
Epoch 214 | train loss: 0.246 | val loss: 0.289 | val auc: 84.36%
Epoch 215 | train loss: 0.246 | val loss: 0.288 | val auc: 83.93%
Epoch 216 | train loss: 0.247 | val loss: 0.293 | val auc: 84.42%
Epoch 217 | train loss: 0.244 | val loss: 0.286 | val auc: 84.16%
Epoch 218 | train loss: 0.246 | val loss: 0.292 | val auc: 83.92%
Epoch 219 | train loss: 0.244 | val loss: 0.295 | val auc: 83.91%
Epoch 220 | train loss: 0.243 | val loss: 0.287 | val auc: 84.40%
Epoch 221 | train loss: 0.246 | val loss: 0.295 | val auc: 84.15%
Epoch 222 | train loss: 0.247 | val loss: 0.290 | val auc: 84.27%
Epoch 223 | train loss: 0.244 | val loss: 0.290 | val auc: 84.03%
Epoch 224 | train loss: 0.245 | val loss: 0.289 | val auc: 84.24%
Epoch 225 | train loss: 0.243 | val loss: 0.293 | val auc: 84.23%
Epoch 226 | train loss: 0.244 | val loss: 0.293 | val auc: 83.57%
Epoch 227 | train loss: 0.241 | val loss: 0.296 | val auc: 83.50%
Epoch 228 | train loss: 0.245 | val loss: 0.288 | val auc: 84.21%
Epoch 229 | train loss: 0.243 | val loss: 0.283 | val auc: 84.72%
Epoch 230 | train loss: 0.246 | val loss: 0.290 | val auc: 84.19%
Epoch 231 | train loss: 0.242 | val loss: 0.284 | val auc: 84.18%
Epoch 232 | train loss: 0.244 | val loss: 0.286 | val auc: 84.18%
Epoch 233 | train loss: 0.243 | val loss: 0.290 | val auc: 84.02%
Epoch 234 | train loss: 0.244 | val loss: 0.288 | val auc: 84.27%
Epoch 235 | train loss: 0.242 | val loss: 0.290 | val auc: 83.89%
Epoch 236 | train loss: 0.245 | val loss: 0.299 | val auc: 83.56%
Epoch 237 | train loss: 0.241 | val loss: 0.288 | val auc: 83.94%
Epoch 238 | train loss: 0.242 | val loss: 0.288 | val auc: 84.81%
Epoch 239 | train loss: 0.244 | val loss: 0.290 | val auc: 84.10%
Epoch 240 | train loss: 0.244 | val loss: 0.283 | val auc: 84.69%
Epoch 241 | train loss: 0.242 | val loss: 0.291 | val auc: 83.93%
Epoch 242 | train loss: 0.242 | val loss: 0.292 | val auc: 83.98%
Epoch 243 | train loss: 0.240 | val loss: 0.285 | val auc: 84.17%
Epoch 244 | train loss: 0.242 | val loss: 0.289 | val auc: 84.39%
Epoch 245 | train loss: 0.243 | val loss: 0.292 | val auc: 84.06%
Epoch 246 | train loss: 0.241 | val loss: 0.281 | val auc: 84.72%
Epoch 247 | train loss: 0.241 | val loss: 0.286 | val auc: 84.20%
Epoch 248 | train loss: 0.242 | val loss: 0.295 | val auc: 84.09%
training iteration: 17 of 18                    
0.03125
Epoch 249 | train loss: 0.242 | val loss: 0.289 | val auc: 83.54%
Epoch 250 | train loss: 0.241 | val loss: 0.284 | val auc: 84.72%
Epoch 251 | train loss: 0.239 | val loss: 0.291 | val auc: 84.06%
Epoch 252 | train loss: 0.240 | val loss: 0.289 | val auc: 84.13%
Epoch 253 | train loss: 0.241 | val loss: 0.298 | val auc: 83.74%
Epoch 254 | train loss: 0.238 | val loss: 0.288 | val auc: 84.12%
Epoch 255 | train loss: 0.238 | val loss: 0.290 | val auc: 84.35%
Epoch 256 | train loss: 0.239 | val loss: 0.292 | val auc: 84.21%
Epoch 257 | train loss: 0.239 | val loss: 0.288 | val auc: 84.12%
Epoch 258 | train loss: 0.240 | val loss: 0.288 | val auc: 84.42%
Epoch 259 | train loss: 0.240 | val loss: 0.294 | val auc: 83.85%
Epoch 260 | train loss: 0.238 | val loss: 0.292 | val auc: 84.19%
Epoch 261 | train loss: 0.239 | val loss: 0.293 | val auc: 83.80%
Epoch 262 | train loss: 0.239 | val loss: 0.295 | val auc: 83.87%
Epoch 263 | train loss: 0.239 | val loss: 0.287 | val auc: 84.59%
Epoch 264 | train loss: 0.237 | val loss: 0.286 | val auc: 84.29%
Epoch 265 | train loss: 0.237 | val loss: 0.290 | val auc: 84.73%
Epoch 266 | train loss: 0.239 | val loss: 0.293 | val auc: 83.88%
Epoch 267 | train loss: 0.238 | val loss: 0.286 | val auc: 84.04%
Epoch 268 | train loss: 0.238 | val loss: 0.294 | val auc: 84.01%
Epoch 269 | train loss: 0.238 | val loss: 0.289 | val auc: 84.49%
Epoch 270 | train loss: 0.239 | val loss: 0.298 | val auc: 83.32%
Epoch 271 | train loss: 0.235 | val loss: 0.290 | val auc: 84.19%
Epoch 272 | train loss: 0.236 | val loss: 0.292 | val auc: 84.22%
Epoch 273 | train loss: 0.238 | val loss: 0.289 | val auc: 84.48%
Epoch 274 | train loss: 0.237 | val loss: 0.284 | val auc: 84.84%
Epoch 275 | train loss: 0.237 | val loss: 0.297 | val auc: 83.36%
Epoch 276 | train loss: 0.237 | val loss: 0.293 | val auc: 84.11%
Epoch 277 | train loss: 0.237 | val loss: 0.292 | val auc: 83.95%
Epoch 278 | train loss: 0.238 | val loss: 0.290 | val auc: 84.34%
Epoch 279 | train loss: 0.238 | val loss: 0.295 | val auc: 83.86%
Epoch 280 | train loss: 0.237 | val loss: 0.288 | val auc: 84.45%
Epoch 281 | train loss: 0.238 | val loss: 0.288 | val auc: 84.31%
Epoch 282 | train loss: 0.238 | val loss: 0.294 | val auc: 83.70%
Epoch 283 | train loss: 0.237 | val loss: 0.289 | val auc: 84.04%
Epoch 284 | train loss: 0.237 | val loss: 0.296 | val auc: 83.78%
Epoch 285 | train loss: 0.237 | val loss: 0.293 | val auc: 83.98%
Epoch 286 | train loss: 0.237 | val loss: 0.291 | val auc: 83.75%
Epoch 287 | train loss: 0.237 | val loss: 0.288 | val auc: 84.27%
Epoch 288 | train loss: 0.235 | val loss: 0.298 | val auc: 83.80%
Epoch 289 | train loss: 0.238 | val loss: 0.286 | val auc: 84.75%
Epoch 290 | train loss: 0.235 | val loss: 0.295 | val auc: 83.47%
Epoch 291 | train loss: 0.236 | val loss: 0.293 | val auc: 84.01%
Epoch 292 | train loss: 0.236 | val loss: 0.289 | val auc: 84.24%
Epoch 293 | train loss: 0.236 | val loss: 0.291 | val auc: 84.00%
Epoch 294 | train loss: 0.237 | val loss: 0.286 | val auc: 84.11%
Epoch 295 | train loss: 0.238 | val loss: 0.288 | val auc: 84.54%
Epoch 296 | train loss: 0.236 | val loss: 0.297 | val auc: 83.58%
Epoch 297 | train loss: 0.234 | val loss: 0.291 | val auc: 84.20%
Epoch 298 | train loss: 0.236 | val loss: 0.294 | val auc: 83.93%
training iteration: 17 of 18                    
0.015625
Epoch 299 | train loss: 0.236 | val loss: 0.289 | val auc: 84.05%
