dataSize: 40000, timeCut: 1d, nEpochs: 300, batchSize: 1024, lr: 1.000
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> (6) -> (7) -> output]
  (1): nn.Linear(586 -> 500)
  (2): nn.ReLU
  (3): nn.Linear(500 -> 100)
  (4): nn.ReLU
  (5): nn.Dropout(0.500000)
  (6): nn.Linear(100 -> 1)
  (7): nn.Sigmoid
}
nn.BCECriterion
Epoch  0 | train loss: 0.408 | val loss: 0.350 | val auc: 72.56%
Epoch 239 | train loss: 0.242 | val loss: 0.276 | val auc: 85.85%
Epoch 240 | train loss: 0.241 | val loss: 0.275 | val auc: 85.78%
Epoch 241 | train loss: 0.242 | val loss: 0.276 | val auc: 85.93%
Epoch 242 | train loss: 0.242 | val loss: 0.277 | val auc: 85.81%
Epoch 243 | train loss: 0.242 | val loss: 0.280 | val auc: 85.91%
Epoch 244 | train loss: 0.241 | val loss: 0.275 | val auc: 85.89%
Epoch 245 | train loss: 0.242 | val loss: 0.275 | val auc: 85.90%
Epoch 246 | train loss: 0.241 | val loss: 0.275 | val auc: 85.94%
Epoch 247 | train loss: 0.241 | val loss: 0.275 | val auc: 85.88%
Epoch 248 | train loss: 0.241 | val loss: 0.277 | val auc: 85.94%
0.03125                    0                    
Epoch 249 | train loss: 0.241 | val loss: 0.276 | val auc: 85.84%
Epoch 250 | train loss: 0.240 | val loss: 0.275 | val auc: 85.91%
Epoch 251 | train loss: 0.239 | val loss: 0.275 | val auc: 85.91%
Epoch 252 | train loss: 0.240 | val loss: 0.275 | val auc: 85.90%
Epoch 253 | train loss: 0.239 | val loss: 0.276 | val auc: 85.91%
Epoch 254 | train loss: 0.238 | val loss: 0.276 | val auc: 85.91%
Epoch 255 | train loss: 0.238 | val loss: 0.276 | val auc: 85.95%
Epoch 256 | train loss: 0.240 | val loss: 0.276 | val auc: 85.96%
Epoch 257 | train loss: 0.238 | val loss: 0.275 | val auc: 85.96%
Epoch 258 | train loss: 0.239 | val loss: 0.275 | val auc: 85.91%
Epoch 259 | train loss: 0.239 | val loss: 0.276 | val auc: 85.93%
Epoch 260 | train loss: 0.238 | val loss: 0.276 | val auc: 85.89%
Epoch 261 | train loss: 0.238 | val loss: 0.275 | val auc: 85.92%
Epoch 262 | train loss: 0.239 | val loss: 0.275 | val auc: 85.93%
Epoch 263 | train loss: 0.238 | val loss: 0.276 | val auc: 85.88%
Epoch 264 | train loss: 0.237 | val loss: 0.275 | val auc: 85.95%
Epoch 265 | train loss: 0.239 | val loss: 0.276 | val auc: 85.90%
Epoch 266 | train loss: 0.238 | val loss: 0.277 | val auc: 85.95%
Epoch 267 | train loss: 0.238 | val loss: 0.275 | val auc: 85.95%
Epoch 268 | train loss: 0.238 | val loss: 0.275 | val auc: 85.90%
Epoch 269 | train loss: 0.236 | val loss: 0.277 | val auc: 85.91%
Epoch 270 | train loss: 0.237 | val loss: 0.276 | val auc: 85.91%
Epoch 271 | train loss: 0.238 | val loss: 0.276 | val auc: 85.93%
Epoch 272 | train loss: 0.239 | val loss: 0.276 | val auc: 85.94%
Epoch 273 | train loss: 0.237 | val loss: 0.276 | val auc: 85.89%
Epoch 274 | train loss: 0.238 | val loss: 0.276 | val auc: 85.91%
Epoch 275 | train loss: 0.238 | val loss: 0.276 | val auc: 85.92%
Epoch 276 | train loss: 0.237 | val loss: 0.276 | val auc: 85.94%
Epoch 277 | train loss: 0.237 | val loss: 0.277 | val auc: 85.93%
Epoch 278 | train loss: 0.237 | val loss: 0.276 | val auc: 85.91%
Epoch 279 | train loss: 0.236 | val loss: 0.276 | val auc: 85.93%
Epoch 280 | train loss: 0.236 | val loss: 0.277 | val auc: 85.92%
Epoch 281 | train loss: 0.236 | val loss: 0.276 | val auc: 85.92%
Epoch 282 | train loss: 0.236 | val loss: 0.277 | val auc: 85.89%
Epoch 283 | train loss: 0.237 | val loss: 0.275 | val auc: 85.94%
Epoch 284 | train loss: 0.237 | val loss: 0.276 | val auc: 85.90%
Epoch 285 | train loss: 0.236 | val loss: 0.275 | val auc: 85.95%
Epoch 286 | train loss: 0.236 | val loss: 0.275 | val auc: 85.95%
Epoch 287 | train loss: 0.236 | val loss: 0.275 | val auc: 85.98%
Epoch 288 | train loss: 0.237 | val loss: 0.276 | val auc: 85.92%
Epoch 289 | train loss: 0.235 | val loss: 0.276 | val auc: 85.94%
Epoch 290 | train loss: 0.236 | val loss: 0.276 | val auc: 85.94%
Epoch 291 | train loss: 0.234 | val loss: 0.275 | val auc: 85.95%
Epoch 292 | train loss: 0.236 | val loss: 0.276 | val auc: 85.93%
Epoch 293 | train loss: 0.235 | val loss: 0.276 | val auc: 85.91%
Epoch 294 | train loss: 0.235 | val loss: 0.276 | val auc: 85.97%
Epoch 295 | train loss: 0.236 | val loss: 0.276 | val auc: 85.93%
Epoch 296 | train loss: 0.235 | val loss: 0.276 | val auc: 85.95%
Epoch 297 | train loss: 0.235 | val loss: 0.277 | val auc: 85.96%
Epoch 298 | train loss: 0.236 | val loss: 0.276 | val auc: 85.93%
0.015625                                        
Epoch 299 | train loss: 0.236 | val loss: 0.277 | val auc: 85.93%
